clone_id,productivity,stability,quality_potential,G_platform,platform_group,CN_true,CN_obs,k_decay_i,is_super,is_aggressive,hidden_titer_late,hidden_agg_late,hidden_titer_process,hidden_agg_process,aggressive_vcd_boost_i,aggressive_viab_bonus_i,aggressive_titer_mult_i,aggressive_late_decay_i,hidden_vcd_residual,nutrient_utilization_efficiency,stress_adaptation_capacity,perfusion_rescue_potential,temperature_shift_responsiveness,feed_responsiveness,secretion_burden_index,process_risk_sensitivity,glycan_maturity,galactosylation_level,sialylation_capacity,mannose_retention_risk,aggregation_propensity,product_quality_consistency
CLONE_0032,98.32499327537002,0.7720033071132173,0.9422783005211226,0.5929911952682985,0,5,5,0.056396793548788175,0,0,0.4151684137552415,-0.9043036682973222,0.004238059321887645,3.3589098205862236,1.0,0.0,1.0,0.055,-0.0446107823515038,0.5996734276709043,0.6559021229708495,0.5320605171694054,0.6036580895642931,0.41131526089989623,0.695846884870118,0.5287148821086283,0.599126136312311,0.8853556214027372,0.41580286425286916,0.35243022839882404,0.4471228880963122,0.8680669324259485
CLONE_0033,41.689753757398435,0.6863526805298931,0.6122369321042006,0.32695882185534386,0,3,3,0.056558848954400776,0,0,0.3180541143326241,-0.28111715976218127,0.16370153693651654,0.6892594179965088,1.0,0.0,1.0,0.055,0.052877616734084545,0.7291840240460762,0.6953686001996289,0.32975622604840427,0.5655070260683096,0.40649087857669486,0.27059551774257307,0.4068788798559301,0.7191670665581006,0.5175912420221784,0.5805164376856756,0.29187750402235546,0.31802798333978877,0.9104706527024033
CLONE_0034,76.52708015578635,0.4229016726409583,0.792864064205958,0.4092674687389764,0,2,2,0.05638672064105785,0,0,-0.08587364568572177,-1.8087157856277365,0.40796649331889423,-1.341312558031937,1.0,0.0,1.0,0.055,0.025709625564409214,0.6323551722890404,0.6246146986691606,0.40397217781362293,0.359469366845683,0.6144225492219414,0.3663801662120367,0.6215323215987962,0.5840106495389837,0.6227140202096385,0.6313859844934702,0.3095694635966809,0.41215134203001275,0.7455527785983802
CLONE_0035,81.55894568961071,0.5427899248746461,0.5643924988668462,0.49370030218495425,0,2,2,0.031201504949773015,0,0,0.0764005840512815,-3.460261791077612,-0.02579953090218483,1.3593227786385147,1.0,0.0,1.0,0.055,0.0430106912527294,0.7115743731894507,0.5508583841893911,0.6408533070985835,0.46755025167504605,0.6738754803224607,0.5955691831119904,0.6106894901606843,0.9178922317292427,0.7763745417926337,0.7640534191600483,0.4962629282751407,0.5112271154243468,0.9626779668899551
CLONE_0036,75.5682878984447,0.6615433609369601,0.6858912573160166,0.2903889056712018,0,4,4,0.05851503161573534,0,1,0.12859880213377817,2.4239120352557864,0.18966597866909346,1.7499134318620797,0.9895027118713284,1.8817142880856494,0.95,0.03,0.21413380977830043,0.30433234327418496,0.38622310807745314,0.6888694093802906,0.6091134876331458,0.2610403749479212,0.7834046169284333,0.5384292154773135,0.6845287320718405,0.5381504577812033,0.33249746500978317,0.3910106772107078,0.7785635676574963,0.23594482758666654
CLONE_0037,258.8083191202468,0.6941740650950343,0.7281888570152767,0.5020502571398648,0,3,4,0.0355327331731145,0,0,0.49210348952806315,-4.779725003097536,0.3310030196812031,-1.2036536775040376,1.0,0.0,1.0,0.055,-0.14884238672268532,0.6919007696990292,0.47897265808667894,0.5922041156536266,0.5413004925010365,0.3740915389190007,0.6697741575067295,0.7119870439492026,0.5965566044262218,0.7251380185288805,0.5511845555146222,0.6095212101162373,0.5545931292327415,0.19766358751176002
CLONE_0038,168.38169241580835,0.6718212444329782,0.6716128914994468,0.3289227459435567,0,3,2,0.05503641432867497,0,1,0.09245092078272271,4.068336710825135,-0.041535639585188994,-1.3759208493243862,1.35,1.9725921835553732,1.0162238754226622,0.044311512770446516,-0.27365290646190316,0.7618881852895435,0.5784758224848149,0.4716236816311168,0.40125407232751037,0.8556937631678327,0.5861917183945278,0.7313509847328064,0.5539578958583462,0.4318121829370498,0.9284969135637247,0.42929952341536554,0.7059211704049683,0.722423294577589
CLONE_0039,27.290657290888202,0.6982362539916601,0.7794251492053897,0.2708266236943966,0,2,2,0.03821782410483524,0,0,0.10221388877553503,0.9042648597138644,-0.21105330423469207,2.580365514566938,1.0,0.0,1.0,0.055,0.07125639057132298,0.8185865822582824,0.7823477764780177,0.3139836560789352,0.40364876399854893,0.5301449564233119,0.08545640929647759,0.46295903149920775,0.922459105077484,0.5338377937336607,0.5069608893657346,0.20636061391191982,0.0,0.262497984354477
CLONE_0040,101.7736586805557,0.5218050598130707,0.58424902494683,0.3616543081428879,0,2,2,0.07272419849346645,0,0,-0.22288614541202592,1.7711843942096592,0.07889681167206929,-1.728003056518848,1.0,0.0,1.0,0.055,-0.004653301682302943,0.5243469407237865,0.6328655410045083,0.4253985926448377,0.4346369080859876,0.517936030904401,0.30789369199610617,0.4941314366580043,0.905024080218133,0.487668840666471,0.476928489368374,0.30057892200270864,0.5966352477116671,0.7866099343841627
CLONE_0041,61.47283393527333,0.7354296050499064,0.632698400659521,0.5613425795618108,0,2,2,0.061895013718750884,0,1,-0.27616351483675566,0.16417672709353015,0.242518105238948,2.8046983862165122,1.2593821096098847,0.5641394344335247,1.0444300016128811,0.07237180402731455,-0.057347363226511794,0.6008627253251526,0.8250495238827034,0.6240828126747873,0.5483916346393821,0.42980526754925663,0.4008421101193145,0.43357303137572734,0.9435549097287004,0.7716713333119692,0.6550329237541294,0.2169655209498709,0.28947676908563097,0.776581611900818
CLONE_0042,123.41747761450348,0.8124988019731807,0.8192773638875517,0.5603221105996263,0,3,3,0.04755522018633806,0,0,0.29796578959794623,3.0635872458029834,-0.051358772433640905,0.8995170260135205,1.0,0.0,1.0,0.055,0.10125683357073455,0.6048929524579879,0.5738237900276274,0.3718320867577606,0.5829400897695441,0.5472241503747817,0.5794335063112361,0.7901682106245734,0.9304253370661365,0.7626502401537232,1.0,0.16811158258113354,0.2242441592596101,0.9400600403082177
CLONE_0043,158.24957837405552,0.8240415065134393,0.946722329401808,0.5144940256440239,0,3,3,0.08105720884934069,0,0,0.07607997671371812,1.39434483000808,0.19721311607343192,2.0548882116749696,1.0,0.0,1.0,0.055,0.01701699435045596,0.7487231548079364,0.7634001383905247,0.320977438542464,0.8235132966415493,0.5152541386279349,0.5578177842317523,0.41111055119366113,0.6778886893668976,0.7194472758192869,0.6487013285710822,0.5530427434730338,0.419556433564523,0.8178459324068869
CLONE_0044,40.90210091676554,0.6363751156352446,0.7628018114873403,0.644504266928829,0,3,3,0.043888425356500185,0,0,0.0984017889239025,3.3923964643062927,-0.1546880545898272,1.621900887669934,1.0,0.0,1.0,0.055,-0.04066564497822425,0.6978565745177332,0.834099581569226,0.29671778463400433,0.42885088892098067,0.461104228155543,0.3521453111029779,0.24346376475980455,0.901484478951545,0.5948358237477092,0.3355733962942587,0.8050657105103709,0.4076112033635314,1.0
CLONE_0045,142.07367381593193,0.5183844410158134,0.8395685279381673,0.6297979090909133,0,3,3,0.030470148172335305,0,0,0.23619179283638858,2.1995830968485883,-0.04446289490220351,1.6738689384446712,1.0,0.0,1.0,0.055,0.08931933643717975,0.5599569253477846,0.7393493583857526,0.77281036571671,0.4265164341973725,0.3014538323754321,0.7245608362828534,0.287279334042311,0.5751452938418576,0.5744919630669924,0.4032367339406097,0.34767604881244574,0.7216361895525331,0.5517928427791936
CLONE_0046,106.79390296710784,0.6942190821305403,0.8351271660067763,0.5306188408624576,0,7,6,0.0723545791626474,0,0,0.18750740450533124,2.9064204407788323,-0.01663162779331613,-1.8322190605786268,1.0,0.0,1.0,0.055,0.07516791561347333,0.5889074156220812,0.5608505281140396,0.6981333152180993,0.3310655890819332,0.5168823869205279,0.8170654163083578,0.5028954530030625,0.43197828511572955,0.3708457019476146,0.45393138039207953,0.5123370255670596,0.2930242200441931,0.3837994981027841
CLONE_0047,130.01241248912,0.817795717143887,0.8616916560069695,0.5099559613953979,0,4,3,0.05461433837994424,0,0,0.1587943222806908,-1.858398249710652,-0.025055931205063824,1.1584482341952531,1.0,0.0,1.0,0.055,0.06511649480609469,0.5398973058096498,0.4412301850054251,0.40608128878580874,0.4983870641011769,0.5161542464154709,0.5500591454571738,0.7410404770997607,0.7363096771986968,0.9145428485680093,0.47921315794552216,0.1907476520885057,0.3470090063129915,0.3216422872101872
CLONE_0048,857.2586125821526,0.766349685339208,0.5882142465927657,0.5194222282492239,0,5,5,0.017889165675649146,1,0,0.13990334388933565,-0.9897126245731349,-0.1547130444359922,2.031067486168421,1.0,0.0,1.0,0.055,-0.1272288945547897,0.6647080724938222,0.6337123486330593,0.3285299235386964,0.36567669963180405,0.7029769442187008,0.802494270484011,0.4878544485163293,0.5634463085919504,0.9079616150116151,0.45015253182153986,0.46642380972177666,0.9372940744513564,0.4441955592418789
CLONE_0049,61.09280288180301,0.689392136044856,0.6157511032287987,0.47786769504598864,0,4,4,0.03991340196024526,0,0,0.030511573575294,0.04183793271448511,-0.06037133617407266,-0.3840740568619927,1.0,0.0,1.0,0.055,-0.08221536152779513,0.5777280605530193,0.5917019360951961,0.5730231408115586,0.3443510261066285,0.6432753979331012,0.5882902814362231,0.4105660727178616,0.8061787584248197,0.5161235365079369,0.5568246132668953,0.4123972913946974,0.4399515266490904,0.6115831008377278
CLONE_0050,38.48487854402508,0.5815267828440575,0.5980456739235137,0.21339091639893032,0,3,3,0.05978753805671033,0,0,0.04600483786729162,0.009001984453521503,-0.3541084327184056,-3.1809115048931123,1.0,0.0,1.0,0.055,0.0294234999274214,0.5177773940464869,0.525575116667114,0.5502777346857277,0.3959848729897413,0.27746415500291,0.16543853473406223,0.34717346751667255,0.660818309298065,0.16330562057211367,0.48993912562189945,0.28068912934929174,0.33342322878278574,0.821344208255464
CLONE_0051,40.77403215053561,0.7960322514937856,0.9602264965307364,0.6640267535206702,0,4,4,0.06647296149675426,0,0,0.2015293390321746,1.4957487556813038,0.12473386247075977,-2.097690220815195,1.0,0.0,1.0,0.055,0.04722606240735664,0.9090431186066132,0.7704686141812668,0.2948786329104774,0.73138393045151,0.5321141971420849,0.4874742546507781,0.6097419329880527,1.0,0.29324497726718896,1.0,0.30268116891027225,0.3251480050260002,0.967238465919314
CLONE_0052,40.17731853550957,0.593028692416063,0.82967926763207,0.5593473413405334,0,3,3,0.038231997039972876,0,0,-0.2064490046385913,-1.9492038913864773,0.006502919771952227,-2.523017657007058,1.0,0.0,1.0,0.055,0.14042509477857143,0.6168285602060313,0.7542787079468186,0.38452253772225053,0.2737839402468917,0.4179810153545704,0.21185339084733298,0.26243685774957404,0.3592998585412316,0.44729187989847347,0.5194231948075981,0.07291020365960584,0.3456957007132825,1.0
CLONE_0053,66.15744793623654,0.7255854955339005,0.7789057504824335,0.3252393928136335,0,4,4,0.06094014035489437,0,0,-0.2310924008586501,-0.016254446045126422,0.2069650586490448,-0.6127248444792492,1.0,0.0,1.0,0.055,-0.05753542562636717,0.6483205930899818,0.7717973679039913,0.4999063286581982,0.7635793838293635,0.5086285313802386,0.4850038229947023,0.1269841885668277,0.9049644996635596,0.9201357503101858,0.9462008076766163,0.0,0.34012471432546193,0.5677774700160824
CLONE_0054,88.8588141323834,0.8465341329253249,0.8412861660741628,0.7019686309555102,0,2,2,0.05458369112770063,0,0,0.017973330472478226,1.6304085726080604,-0.01611706516913473,-2.2393388292223015,1.0,0.0,1.0,0.055,-0.0002982652024853005,0.7602725963745669,0.6084297874175393,0.47547166431817317,0.4129047967230729,0.5991098434280901,0.6544941713824718,0.6476560882693423,0.6480785421111098,0.554578859478968,0.9160838306263835,0.3026397554696313,0.5314036710986868,0.9482866148455202
CLONE_0055,86.61615172753932,0.5532017370702431,0.5243658273383359,0.41241569585749777,0,4,4,0.037402075592976924,0,0,0.03280925162442383,-4.980155971370856,-0.32370262751725204,-1.0046946731194084,1.0,0.0,1.0,0.055,0.11711210244090664,0.8782193747514639,0.6287207750336586,0.4763704729781482,0.5343638920238318,0.5601324737843971,0.5697610701741159,0.48905125116086334,0.8460886245851537,0.7483498363791585,0.6827273275151586,0.0885607534574959,0.09668336088329327,0.5202636393832144
